127.0.0.1 - - [24/Oct/2024:17:33:14 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:33:15 +0530] "GET /DigiMart/ HTTP/1.1" 200 6138
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:33:15 +0530] "GET /DigiMart/styles.css HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:33:15 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:33:17 +0530] "GET /DigiMart/signup.jsp HTTP/1.1" 200 6396
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:33:33 +0530] "POST /DigiMart/signup HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:33:33 +0530] "GET /DigiMart/signup.jsp?msg=invalid HTTP/1.1" 200 6491
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:34:35 +0530] "GET /DigiMart/signup.jsp HTTP/1.1" 200 6396
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:34:35 +0530] "GET /DigiMart/signup.jsp HTTP/1.1" 200 6396
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:34:47 +0530] "POST /DigiMart/signup HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:34:47 +0530] "GET /DigiMart/signup.jsp?msg=valid HTTP/1.1" 200 6483
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:37:00 +0530] "POST /DigiMart/signup HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:37:00 +0530] "GET /DigiMart/signup.jsp?msg=valid HTTP/1.1" 200 6483
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:37:01 +0530] "GET /DigiMart/login.jsp HTTP/1.1" 200 4504
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:37:07 +0530] "POST /DigiMart/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:37:07 +0530] "GET /DigiMart/login.jsp?msg=invalid HTTP/1.1" 200 4599
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:39:42 +0530] "POST /DigiMart/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:39:42 +0530] "GET /DigiMart/admin/adminHome.jsp HTTP/1.1" 200 4383
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:39:42 +0530] "GET /DigiMart/css/home-style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:39:47 +0530] "GET /DigiMart/admin/allProductEditProduct.jsp HTTP/1.1" 200 5191
0:0:0:0:0:0:0:1 - - [24/Oct/2024:17:39:48 +0530] "GET /DigiMart/admin/addNewProduct.jsp HTTP/1.1" 200 6630
